Identifier A,Identifier B,Interaction
P06213,Q12840,1
P06213,P54646,1
P15127,Q66H80,1
P15127,O88900,1
P15127,D4ABI7,1
P15127,Q9WV78,1
P15127,Q09137,1
Q15154,A8MTZ0,1
P37238,A2A935,1
Q96QF0,P08107,1
Q96QF0,Q3UPR7,1
Q96QF0,Q5NCF2,1
Q96QF0,Q3TLI0,1
Q96QF0,Q9CQP2,1
Q96QF0,Q9JME7,1
Q96QF0,O55013,1
Q96QF0,Q9ES56,1
Q96QF0,Q8IUR0,1
Q96QF0,Q9CQA1,1
Q96QF0,Q86SZ2,1
Q96QF0,Q9D289,1
Q96QF0,Q3U0M1,1
Q8NCK7,P84243,1
Q8NCK7,Q5TEC6,1
Q8NCK7,P10316,1
Q8NCK7,Q9NRG9,1
Q8NCK7,A2A2Q9,1
Q8NCK7,P28288,1
Q8NCK7,P45954,1
Q8NCK7,P53396,1
Q8NCK7,O96019,1
Q8NCK7,P61163,1
Q8NCK7,Q9GZN1,1
Q8NCK7,Q9Y4W6,1
Q8NCK7,O95433,1
Q8NCK7,O95831,1
Q8NCK7,Q9ULX6,1
Q8NCK7,P02768,1
Q8NCK7,P30837,1
Q8NCK7,P51648,1
Q8NCK7,Q9Y2J4,1
Q8NCK7,Q9H9E1,1
Q8NCK7,Q9HDC9,1
Q8NCK7,P05067,1
Q8NCK7,Q9NWB6,1
Q8NCK7,O14497,1
Q8NCK7,Q8NFD5,1
Q8NCK7,O75915,1
Q8NCK7,Q6NXE6,1
Q8NCK7,P08243,1
Q8NCK7,Q12797,1
Q8NCK7,Q7Z3C6,1
Q8NCK7,Q9HD20,1
Q8NCK7,P05023,1
Q8NCK7,P50993,1
Q8NCK7,P54709,1
Q8NCK7,P16615,1
Q8NCK7,Q93084,1
Q8NCK7,P20020,1
Q8NCK7,P25705,1
Q8NCK7,P06576,1
Q8NCK7,P36542,1
Q8NCK7,G3V325,1
Q8NCK7,O75964,1
Q8NCK7,P24539,1
Q8NCK7,O75947,1
Q8NCK7,P18859,1
Q8NCK7,P48047,1
Q8NCK7,O75787,1
Q8NCK7,P38606,1
Q8NCK7,Q9UI12,1
Q8NCK7,Q9UBB4,1
Q8NCK7,Q9Y679,1
Q8NCK7,Q96GD4,1
Q8NCK7,P01889,1
Q8NCK7,B4DLN1,1
Q8NCK7,O95816,1
Q8NCK7,O95817,1
Q8NCK7,Q9UL15,1
Q8NCK7,Q4VC05,1
Q8NCK7,Q6PJG6,1
Q8NCK7,Q9H0E9,1
Q8NCK7,P41223,1
Q8NCK7,A2AEA2,1
Q8NCK7,E9PRG8,1
Q8NCK7,P01024,1
Q8NCK7,P27708,1
Q8NCK7,Q86VP6,1
Q8NCK7,P27824,1
Q8NCK7,Q14444,1
Q8NCK7,Q86X55,1
Q8NCK7,Q96A33,1
Q8NCK7,Q2TAC2,1
Q8NCK7,P48643,1
Q8NCK7,O00311,1
Q8NCK7,P06493,1
Q8NCK7,Q9BXF3,1
Q8NCK7,P49454,1
Q8NCK7,J3KNF5,1
Q8NCK7,C9JRZ6,1
Q8NCK7,Q99653,1
Q8NCK7,Q9Y3Y2,1
Q8NCK7,Q9Y3D0,1
Q8NCK7,Q86X95,1
Q8NCK7,Q07065,1
Q8NCK7,Q9H078,1
Q8NCK7,P00403,1
Q8NCK7,Q96BR5,1
Q8NCK7,Q8WTW3,1
Q8NCK7,Q14746,1
Q8NCK7,Q8NBJ5,1
Q8NCK7,P53621,1
Q8NCK7,P53618,1
Q8NCK7,P35606,1
Q8NCK7,M0QXB4,1
Q8NCK7,Q9UBF2,1
Q8NCK7,Q8NI60,1
Q8NCK7,Q96D53,1
Q8NCK7,P55060,1
Q8NCK7,Q6PI48,1
Q8NCK7,P61962,1
Q8NCK7,Q14203,1
Q8NCK7,Q9H773,1
Q8NCK7,Q16531,1
Q8NCK7,P39656,1
Q8NCK7,Q9UHI6,1
Q8NCK7,Q9UJV9,1
Q8NCK7,P26196,1
Q8NCK7,P52429,1
Q8NCK7,Q15392,1
Q8NCK7,Q9UBM7,1
Q8NCK7,Q9NPF5,1
Q8NCK7,Q86Y56,1
Q8NCK7,P31689,1
Q8NCK7,O60884,1
Q8NCK7,P25685,1
Q8NCK7,Q9UBS4,1
Q8NCK7,J3KPS0,1
Q8NCK7,Q9UDY4,1
Q8NCK7,O75953,1
Q8NCK7,O75190,1
Q8NCK7,Q9Y2G8,1
Q8NCK7,Q13217,1
Q8NCK7,Q99615,1
Q8NCK7,Q9H147,1
Q8NCK7,Q92782,1
Q8NCK7,Q5QPK2,1
Q8NCK7,Q9C005,1
Q8NCK7,Q14204,1
Q8NCK7,Q13409,1
Q8NCK7,P63167,1
Q8NCK7,Q13627,1
Q8NCK7,Q66K89,1
Q8NCK7,J3KN16,1
Q8NCK7,P68104,1
Q8NCK7,P26641,1
Q8NCK7,O14681,1
Q8NCK7,P60228,1
Q8NCK7,O00303,1
Q8NCK7,P06730,1
Q8NCK7,Q04637,1
Q8NCK7,P56537,1
Q8NCK7,Q15006,1
Q8NCK7,Q9P0I2,1
Q8NCK7,P50402,1
Q8NCK7,Q96L91,1
Q8NCK7,Q9H2F5,1
Q8NCK7,Q52LR7,1
Q8NCK7,P84090,1
Q8NCK7,O75477,1
Q8NCK7,O94905,1
Q8NCK7,A0FGR8,1
Q8NCK7,P13804,1
Q8NCK7,Q9UPT5,1
Q8NCK7,Q96CS3,1
Q8NCK7,Q8N9E0,1
Q8NCK7,Q5BKY9,1
Q8NCK7,Q9BXW9,1
Q8NCK7,Q9NVI1,1
Q8NCK7,Q8WVX9,1
Q8NCK7,Q9Y285,1
Q8NCK7,Q53R41,1
Q8NCK7,Q9NSG2,1
Q8NCK7,E7EMK3,1
Q8NCK7,Q9UET6,1
Q8NCK7,Q9BTY2,1
Q8NCK7,P35637,1
Q8NCK7,Q13283,1
Q8NCK7,Q9UN86,1
Q8NCK7,P51570,1
Q8NCK7,Q14697,1
Q8NCK7,P22102,1
Q8NCK7,Q92538,1
Q8NCK7,O75600,1
Q8NCK7,Q92947,1
Q8NCK7,Q92616,1
Q8NCK7,O43681,1
Q8NCK7,Q7L5D6,1
Q8NCK7,P38435,1
Q8NCK7,Q68CQ7,1
Q8NCK7,P00367,1
Q8NCK7,Q5JWF2,1
Q8NCK7,P62873,1
Q8NCK7,Q13823,1
Q8NCK7,Q53EU6,1
Q8NCK7,Q86UL3,1
Q8NCK7,Q5T3I0,1
Q8NCK7,P04908,1
Q8NCK7,P20671,1
Q8NCK7,P0C0S5,1
Q8NCK7,U3KQK0,1
Q8NCK7,P33778,1
Q8NCK7,P68431,1
Q8NCK7,Q71DI3,1
Q8NCK7,P62805,1
Q8NCK7,P40939,1
Q8NCK7,P55084,1
Q8NCK7,O14929,1
Q8NCK7,P56524,1
Q8NCK7,Q9UQL6,1
Q8NCK7,Q9UKV0,1
Q8NCK7,Q9H583,1
Q8NCK7,C9JNU6,1
Q8NCK7,P52789,1
Q8NCK7,Q14527,1
Q8NCK7,Q9BUJ2,1
Q8NCK7,Q53GQ0,1
Q8NCK7,P07900,1
Q8NCK7,Q14568,1
Q8NCK7,P08238,1
Q8NCK7,P14625,1
Q8NCK7,P54652,1
Q8NCK7,P17066,1
Q8NCK7,P11142,1
Q8NCK7,Q7Z6Z7,1
Q8NCK7,Q9Y4L1,1
Q8NCK7,P78318,1
Q8NCK7,Q13123,1
Q8NCK7,Q13418,1
Q8NCK7,A1L0T0,1
Q8NCK7,Q16891,1
Q8NCK7,P12268,1
Q8NCK7,Q8TEX9,1
Q8NCK7,O00410,1
Q8NCK7,Q96P70,1
Q8NCK7,Q6DN90,1
Q8NCK7,P51617,1
Q8NCK7,O14654,1
Q8NCK7,Q53G59,1
Q8NCK7,Q9Y448,1
Q8NCK7,Q14974,1
Q8NCK7,A5PL33,1
Q8NCK7,P13645,1
Q8NCK7,P02533,1
Q8NCK7,P35908,1
Q8NCK7,Q7Z3Y7,1
Q8NCK7,P02538,1
Q8NCK7,P04259,1
Q8NCK7,F8W1S1,1
Q8NCK7,Q8N1N4,1
Q8NCK7,Q9UN81,1
Q8NCK7,Q71RC2,1
Q8NCK7,Q92615,1
Q8NCK7,Q14739,1
Q8NCK7,P07195,1
Q8NCK7,Q9NUP9,1
Q8NCK7,P02545,1
Q8NCK7,P20700,1
Q8NCK7,Q8NF37,1
Q8NCK7,P42704,1
Q8NCK7,Q8ND56,1
Q8NCK7,Q9Y4Y9,1
Q8NCK7,Q9NQ29,1
Q8NCK7,Q9Y383,1
Q8NCK7,J3KPP4,1
Q8NCK7,Q9Y5V3,1
Q8NCK7,Q9UNF1,1
Q8NCK7,P33993,1
Q8NCK7,Q9NU22,1
Q8NCK7,Q9HAF1,1
Q8NCK7,Q9Y3C7,1
Q8NCK7,Q5XKP0,1
Q8NCK7,Q6PJG2,1
Q8NCK7,Q15773,1
Q8NCK7,Q96T76,1
Q8NCK7,Q13724,1
Q8NCK7,Q7Z3U7,1
Q8NCK7,Q9UBU8,1
Q8NCK7,Q15014,1
Q8NCK7,O75970,1
Q8NCK7,Q9NV56,1
Q8NCK7,P82912,1
Q8NCK7,Q9NP92,1
Q8NCK7,Q92665,1
Q8NCK7,P52701,1
Q8NCK7,P13995,1
Q8NCK7,Q9NYA4,1
Q8NCK7,Q99707,1
Q8NCK7,O43795,1
Q8NCK7,P55209,1
Q8NCK7,Q99733,1
Q8NCK7,Q09161,1
Q8NCK7,Q969V3,1
Q8NCK7,O00483,1
Q8NCK7,P51970,1
Q8NCK7,P07197,1
Q8NCK7,O14524,1
Q8NCK7,Q6ZNB6,1
Q8NCK7,Q9BPW8,1
Q8NCK7,Q8N5F7,1
Q8NCK7,Q5C9Z4,1
Q8NCK7,Q5JPE7,1
Q8NCK7,Q9Y3C1,1
Q8NCK7,P55786,1
Q8NCK7,Q8TAT6,1
Q8NCK7,O75607,1
Q8NCK7,Q9BSD7,1
Q8NCK7,O43809,1
Q8NCK7,P57740,1
Q8NCK7,Q8WUM0,1
Q8NCK7,Q5SRE5,1
Q8NCK7,Q92621,1
Q8NCK7,Q8TEM1,1
Q8NCK7,Q8N1F7,1
Q8NCK7,Q5W0B1,1
Q8NCK7,P11940,1
Q8NCK7,B1ANR0,1
Q8NCK7,Q8N3R9,1
Q8NCK7,P12004,1
Q8NCK7,P11177,1
Q8NCK7,Q9BRX2,1
Q8NCK7,P56589,1
Q8NCK7,O00264,1
Q8NCK7,P35232,1
Q8NCK7,J3KPX7,1
Q8NCK7,Q7RTV0,1
Q8NCK7,O43175,1
Q8NCK7,Q92643,1
Q8NCK7,Q8TEQ8,1
Q8NCK7,Q96S52,1
Q8NCK7,Q99570,1
Q8NCK7,O43164,1
Q8NCK7,Q58EX7,1
Q8NCK7,Q9H307,1
Q8NCK7,Q96HA1,1
Q8NCK7,Q9UNP9,1
Q8NCK7,P49593,1
Q8NCK7,P62136,1
Q8NCK7,P62140,1
Q8NCK7,P36873,1
Q8NCK7,O14974,1
Q8NCK7,O60237,1
Q8NCK7,O00743,1
Q8NCK7,Q5H9R7,1
Q8NCK7,Q9HCU5,1
Q8NCK7,P78527,1
Q8NCK7,P25786,1
Q8NCK7,P25787,1
Q8NCK7,P25788,1
Q8NCK7,P28066,1
Q8NCK7,G3V5Z7,1
Q8NCK7,O14818,1
Q8NCK7,P20618,1
Q8NCK7,P49721,1
Q8NCK7,P49720,1
Q8NCK7,P28070,1
Q8NCK7,P28074,1
Q8NCK7,P28072,1
Q8NCK7,P62191,1
Q8NCK7,P35998,1
Q8NCK7,P17980,1
Q8NCK7,P43686,1
Q8NCK7,P62195,1
Q8NCK7,P62333,1
Q8NCK7,Q99460,1
Q8NCK7,O00231,1
Q8NCK7,O00232,1
Q8NCK7,Q9UNM6,1
Q8NCK7,O00487,1
Q8NCK7,Q13200,1
Q8NCK7,O43242,1
Q8NCK7,Q5VWC4,1
Q8NCK7,Q15008,1
Q8NCK7,P51665,1
Q8NCK7,R4GMR5,1
Q8NCK7,P48651,1
Q8NCK7,Q00577,1
Q8NCK7,P06737,1
Q8NCK7,P61026,1
Q8NCK7,Q15907,1
Q8NCK7,P62820,1
Q8NCK7,Q9H0U4,1
Q8NCK7,P20340,1
Q8NCK7,P61006,1
Q8NCK7,Q5HYI8,1
Q8NCK7,P63244,1
Q8NCK7,B5MDF5,1
Q8NCK7,P43487,1
Q8NCK7,P46060,1
Q8NCK7,Q5T160,1
Q8NCK7,Q8N0V3,1
Q8NCK7,O43251,1
Q8NCK7,Q96PK6,1
Q8NCK7,P52756,1
Q8NCK7,Q15434,1
Q8NCK7,Q15293,1
Q8NCK7,Q14257,1
Q8NCK7,O94761,1
Q8NCK7,Q9P2R6,1
Q8NCK7,P40937,1
Q8NCK7,P48382,1
Q8NCK7,Q2KHR2,1
Q8NCK7,O00287,1
Q8NCK7,Q8IXI1,1
Q8NCK7,Q96GF1,1
Q8NCK7,Q99942,1
Q8NCK7,Q8TA86,1
Q8NCK7,Q9H7B2,1
Q8NCK7,P47914,1
Q8NCK7,P49207,1
Q8NCK7,P63173,1
Q8NCK7,P04843,1
Q8NCK7,P04844,1
Q8NCK7,P42677,1
Q8NCK7,H0YMV8,1
Q8NCK7,Q9NTJ5,1
Q8NCK7,Q96BY9,1
Q8NCK7,Q8WVM8,1
Q8NCK7,O43819,1
Q8NCK7,Q9BRK5,1
Q8NCK7,O75396,1
Q8NCK7,B4DR61,1
Q8NCK7,Q9H9S3,1
Q8NCK7,Q9UBV2,1
Q8NCK7,P50454,1
Q8NCK7,Q9BYW2,1
Q8NCK7,Q9BWJ5,1
Q8NCK7,Q6P4A7,1
Q8NCK7,P34897,1
Q8NCK7,P53985,1
Q8NCK7,Q8NCK7,1
Q8NCK7,P53007,1
Q8NCK7,Q9UBX3,1
Q8NCK7,Q02978,1
Q8NCK7,O75746,1
Q8NCK7,Q9UJS0,1
Q8NCK7,Q9H1K4,1
Q8NCK7,Q9H936,1
Q8NCK7,Q00325,1
Q8NCK7,P12235,1
Q8NCK7,P05141,1
Q8NCK7,P12236,1
Q8NCK7,P08195,1
Q8NCK7,Q8IYB5,1
Q8NCK7,Q92922,1
Q8NCK7,Q14683,1
Q8NCK7,O95347,1
Q8NCK7,Q9NTJ3,1
Q8NCK7,Q16637,1
Q8NCK7,Q6IEG0,1
Q8NCK7,Q13573,1
Q8NCK7,Q5M775,1
Q8NCK7,Q69YQ0,1
Q8NCK7,H3BMF4,1
Q8NCK7,O15020,1
Q8NCK7,O15269,1
Q8NCK7,P51571,1
Q8NCK7,Q08945,1
Q8NCK7,P50502,1
Q8NCK7,Q9H5V9,1
Q8NCK7,P31948,1
Q8NCK7,P46977,1
Q8NCK7,Q8TCJ2,1
Q8NCK7,P56962,1
Q8NCK7,Q9UH99,1
Q8NCK7,Q9Y5B9,1
Q8NCK7,O15260,1
Q8NCK7,O75683,1
Q8NCK7,Q92804,1
Q8NCK7,Q9BW92,1
Q8NCK7,Q8TC07,1
Q8NCK7,P17987,1
Q8NCK7,Q9NZ01,1
Q8NCK7,Q9Y4R8,1
Q8NCK7,Q00059,1
Q8NCK7,Q9H5Q4,1
Q8NCK7,P02786,1
Q8NCK7,Q6YHU6,1
Q8NCK7,Q96FV9,1
Q8NCK7,Q5SRD1,1
Q8NCK7,Q3ZCQ8,1
Q8NCK7,P29401,1
Q8NCK7,Q99805,1
Q8NCK7,Q9HD45,1
Q8NCK7,Q92545,1
Q8NCK7,Q5SNT2,1
Q8NCK7,Q8WUH6,1
Q8NCK7,P57088,1
Q8NCK7,Q96JJ7,1
Q8NCK7,Q92973,1
Q8NCK7,Q8NDV7,1
Q8NCK7,Q9UPQ9,1
Q8NCK7,Q9HCJ0,1
Q8NCK7,Q96GM8,1
Q8NCK7,Q9NS69,1
Q8NCK7,O95985,1
Q8NCK7,Q8NFQ8,1
Q8NCK7,P19474,1
Q8NCK7,Q14669,1
Q8NCK7,P33981,1
Q8NCK7,Q8WZ42,1
Q8NCK7,P68363,1
Q8NCK7,F5H5D3,1
Q8NCK7,P68366,1
Q8NCK7,Q9NY65,1
Q8NCK7,P07437,1
Q8NCK7,Q13885,1
Q8NCK7,Q9BVA1,1
Q8NCK7,Q13509,1
Q8NCK7,P04350,1
Q8NCK7,P68371,1
Q8NCK7,Q9BUF5,1
Q8NCK7,Q3ZCM7,1
Q8NCK7,P23258,1
Q8NCK7,Q9BSJ2,1
Q8NCK7,P62987,1
Q8NCK7,Q8NBM4,1
Q8NCK7,P60604,1
Q8NCK7,Q9NRR5,1
Q8NCK7,O94888,1
Q8NCK7,Q5LJA5,1
Q8NCK7,Q92890,1
Q8NCK7,Q9NYU2,1
Q8NCK7,P11172,1
Q8NCK7,Q92900,1
Q8NCK7,Q9HAU5,1
Q8NCK7,Q6UW78,1
Q8NCK7,P22695,1
Q8NCK7,Q14694,1
Q8NCK7,P55072,1
Q8NCK7,P21796,1
Q8NCK7,P45880,1
Q8NCK7,Q9Y277,1
Q8NCK7,P08670,1
Q8NCK7,Q9UN37,1
Q8NCK7,Q86Y07,1
Q8NCK7,Q9NQH7,1
Q8NCK7,O14980,1
Q8NCK7,Q9HAV4,1
Q8NCK7,O43592,1
Q8NCK7,Q9BSR8,1
Q8NCK7,Q9BYJ9,1
Q8NCK7,Q9Y5A9,1
Q8NCK7,P31946,1
Q8NCK7,P62258,1
Q8NCK7,P61981,1
Q8NCK7,Q04917,1
Q8NCK7,P27348,1
Q8NCK7,P63104,1
Q8NCK7,Q8N5P1,1
Q8NCK7,Q9NUD5,1
Q8NCK7,Q8TBF4,1
Q8NCK7,Q9UDW3,1
Q8NCK7,Q5BKZ1,1
Q8NCK7,Q96PM9,1
Q8NCK7,Q96F45,1
Q8NCK7,Q8NDQ6,1
Q8NCK7,O00488,1
Q8NCK7,Q9ULD9,1
Q8NCK7,Q96CK0,1
Q8NCK7,Q9BRT8,1
Q8NCK7,Q15942,1
Q14449,P49841,1
P11881,P38647,1
P11881,Q99KR7,1
P11881,Q60932,1
Q9UBK2,Q04206,1
P30405,Q14643,1
Q15907,Q96QF0,1
P70452,Q60770,1
P70452,P63044,1
Q60770,O09044,1
Q57UH8,Q38DU9,1
Q57UH8,Q4GYY5,1
P63044,Q60770,1
O75683,P62333,0
Q8IWZ6,Q9H5Q4,0
O00488,Q7L5D6,0
Q15006,P61006,0
Q9CZQ9,Q9UBS4,0
Q53GQ0,Q9H5V9,0
Q9NUP9,J3KPP4,0
P49721,P84090,0
P38435,Q13573,0
Q8VD72,P48643,0
O95831,P27708,0
Q9NQH7,Q5BKZ1,0
P11881,P35232,0
Q8N9M5,P57088,0
P68400,Q5M775,0
Q15773,Q3ZCQ8,0
Q9UDW3,P60228,0
Q9UL33,O75600,0
Q9Y5V3,Q86UL3,0
Q66H80,Q9UBM7,0
Q9H1K4,P55209,0
D4ABI7,O75190,0
P24539,P20020,0
P62491,P12004,0
P06730,Q66K89,0
P11172,Q9UJS0,0
P01024,Q9BSJ2,0
Q9UNP9,O75607,0
Q8TEX9,Q9NUD5,0
Q5T3I0,P28288,0
Q9UNF1,P01889,0
Q7Z6Z7,Q14697,0
Q15008,Q9Y448,0
Q9UN86,Q9NS69,0
Q9CZQ9,Q8N3R9,0
P62873,P51617,0
Q8NF37,Q9Y2G8,0
P20700,P82912,0
A1L0T0,Q9UBB4,0
P61163,Q13823,0
P51570,Q5HYI8,0
P43686,Q9P035,0
Q96FV9,G3H0F0,0
Q3UPR7,O75964,0
Q3TLI0,Q71DI3,0
Q6PJG2,P48047,0
P45954,O94905,0
Q9Y285,Q9HD20,0
Q9NQ48,P08195,0
P06576,Q12797,0
Q8N3I7,Q5H9R7,0
Q8IWZ6,O94888,0
P43487,Q9Y4Y9,0
Q92973,O00483,0
P11940,G3V5Z7,0
Q9WVH4,P11142,0
P26196,Q5T160,0
Q99805,E7EMK3,0
Q8NDV7,P27708,0
P28070,O75964,0
J3KPS0,Q96PM9,0
Q2KHR2,Q07065,0
Q14746,Q8N5F7,0
P37238,P68104,0
P31939,Q9NV56,0
O43175,Q53G59,0
P25787,Q14669,0
Q6PJG2,Q09161,0
Q5NCF2,H0YMV8,0
Q8NDQ6,Q8NFD5,0
P62492,P48651,0
P28288,P16615,0
Q8TC07,P55209,0
O43164,Q96BY9,0
P17987,O00743,0
Q9Y4R8,G3H0F0,0
Q66H80,Q96Q05,0
Q9BSD7,O75477,0
Q92538,P42677,0
Q9NTJ3,Q5XKP0,0
P68363,Q53R41,0
Q9JME7,Q5W0B1,0
Q9H147,P55084,0
Q16891,Q14568,0
P38646,Q9BUF5,0
P11177,P51570,0
P61026,O14929,0
A1L0T0,P33981,0
Q96GD4,Q9H078,0
P01024,Q15434,0
Q8TAT6,Q9H0E9,0
Q9UNP9,P52756,0
Q9NWB6,Q9Y448,0
O43164,P52789,0
Q00535,O43819,0
Q69YQ0,P47914,0
Q15942,P20340,0
P0DI81,Q8ND56,0
P11177,O14818,0
Q9BW92,O14681,0
Q9NPJ1,Q6PJG6,0
Q53R41,Q9Y2G8,0
O41515,Q14739,0
Q5XKP0,A8MTZ0,0
Q9H2F5,O75376,0
P38606,Q9Y4Y9,0
Q13573,Q15434,0
P05067,Q99615,0
P07437,P63044,0
Q8N1N4,Q9H9S3,0
Q9NQH7,Q9CZQ9,0
P28066,P49454,0
Q9UH99,Q4GYY5,0
Q8N9M5,Q9UN81,0
Q9Y4Y9,Q8NFD5,0
P25786,P11142,0
P38606,Q5SRD1,0
P53007,Q9UBX3,0
Q60932,Q6PI48,0
Q9Y4R8,O43524,0
Q99570,Q58EX7,0
P67870,Q9UHI6,0
P35637,H3BMF4,0
O75746,Q9BYF1,0
O95347,Q9P2R6,0
P56962,Q13200,0
Q9NTG7,Q8TC07,0
P60604,P68400,0
P11177,O75787,0
Q9BWJ5,O94905,0
P27708,P62136,0
Q14669,P0C0S5,0
P31946,Q09137,0
O14980,P02533,0
O00487,P26641,0
